pca_0,classe
1.9838161034524664,Abyssinian
-0.5584429426750361,Abyssinian
-0.6351526807713468,Persian
0.8350137492643642,Abyssinian
-0.44342981474403814,leonberger
-1.064749844333217,Abyssinian
-0.7545925467368562,wheaten
0.11570338616125636,wheaten
-1.2194402075424025,leonberger
1.4415069981726325,wheaten
0.23604327114445242,Abyssinian
-0.37196182511472015,wheaten
-0.16012538932729464,Persian
1.5868848249062202,wheaten
1.00535289658924,Abyssinian
-1.409852080171141,leonberger
-0.520336986345654,leonberger
-0.22877246387851097,Abyssinian
0.6654672546815458,wheaten
0.5582612607238964,Persian
-1.316280668004207,leonberger
0.873098482115866,Abyssinian
0.24242918356730153,Abyssinian
0.8098837133941282,Abyssinian
0.5009416767272281,Persian
-1.3971911664355408,leonberger
0.3321255427895864,Abyssinian
0.9950812330229103,wheaten
-0.5479126075648963,wheaten
-0.6948560029255707,Persian
2.0260707603267463,Persian
-0.17059985864051816,leonberger
0.1543760058671807,Persian
-1.0854215263183185,Persian
-0.18906136653034478,Abyssinian
0.6347342386710023,wheaten
0.8826398909681887,wheaten
1.5362351169370239,wheaten
-1.0572395447825225,Persian
-0.374649962592687,wheaten
-0.1600838088379693,wheaten
0.049928082052402116,Abyssinian
-1.2907079005647633,Abyssinian
0.3302120211783478,Abyssinian
0.0880933942329806,Persian
-0.13007845102976848,leonberger
1.626807730166544,Abyssinian
0.48752818152862254,Persian
-1.580953702887329,Abyssinian
1.0044505971415876,Persian
-0.19754091698090645,leonberger
-0.1605249444412231,wheaten
-1.030383546674942,wheaten
0.7863910664695527,Persian
-1.629502711091863,wheaten
0.09058979281066012,Persian
-1.010988981557592,Persian
-1.0724875597760992,Persian
-1.38333912146384,Abyssinian
-0.8829437238363328,Abyssinian
0.6631179941258823,wheaten
-0.7183201379109836,Abyssinian
0.3985319110655448,leonberger
0.6068068924516447,leonberger
-2.6178814068820593,Abyssinian
1.131470628592572,Abyssinian
1.415546701495899,Persian
-0.8912800256310155,wheaten
-0.30984904445828604,Abyssinian
1.674405781867196,leonberger
-0.25975671086045904,wheaten
0.9469018887612191,leonberger
-0.0289969384920826,leonberger
0.5599035573473862,Persian
-1.4394670256313271,leonberger
2.414414493707835,Abyssinian
-0.8012849452479153,wheaten
0.23281249185309594,leonberger
0.8758062301716426,Persian
-0.7781794189558356,Persian
1.1210173657737899,Persian
2.9621462949859,wheaten
-0.016690620752188728,wheaten
-0.31046054126851547,leonberger
1.1838232939340563,Abyssinian
-0.012713686945107138,wheaten
0.10379140672646706,wheaten
1.5448970366794723,Persian
1.7826116167339916,wheaten
1.8185165143358284,Abyssinian
0.6864039014382287,Abyssinian
1.444177247194803,Abyssinian
2.4430673248580175,Abyssinian
2.031367413007561,leonberger
-1.4157929579501953,wheaten
0.4396232543539744,Persian
0.7207950208674443,wheaten
-0.5696820784945221,leonberger
0.0334111788170411,Persian
0.8338137502600845,wheaten
-1.0352157217182185,leonberger
-1.1667586631796634,Abyssinian
0.45115648418526616,Abyssinian
1.9019125083329724,Persian
0.02973923214130835,Persian
-0.4158803486228054,Persian
0.6011413146131438,wheaten
-0.24581164504313868,Abyssinian
-0.7172906562035937,leonberger
1.1695240692372486,Persian
-0.10178427080696435,leonberger
-1.6445118037728872,Abyssinian
-0.14903746465988815,wheaten
-1.0705035880978064,Abyssinian
0.8503762973495825,leonberger
0.4274077694115798,Persian
0.9224432307776715,leonberger
1.8697149542575444,wheaten
0.7336140468852215,wheaten
1.2237030370987472,wheaten
1.3852856214778755,Persian
0.3251648368200003,Abyssinian
-1.4810010205698425,leonberger
-0.917029036707851,wheaten
0.5527619754229846,leonberger
0.21659353508281848,Abyssinian
-0.5504830084077225,leonberger
-0.41748394217356677,wheaten
0.4782413433893894,Abyssinian
-0.7113702283603692,leonberger
-0.8159749527442907,wheaten
0.6517043118446559,leonberger
-0.5796432166169266,leonberger
-0.5675806122921883,Persian
-1.5588974941264826,Abyssinian
0.30530418839608553,Persian
1.075345079249138,leonberger
-0.5702042088425915,leonberger
1.4410288247891163,wheaten
-2.0283404560053557,Abyssinian
0.24169959088524223,leonberger
0.8280907498979897,Persian
-0.5478233131998504,leonberger
0.05245662132348346,Abyssinian
0.7892944563119216,wheaten
-1.6117425837506112,wheaten
0.9350522099179187,Abyssinian
0.33446478753366043,Persian
0.9362037857084105,leonberger
-0.5260725437060852,wheaten
-1.3985962852870872,wheaten
-0.4975135419080124,Persian
1.1101648303520832,wheaten
0.038698073816638194,Persian
0.011838277928415648,leonberger
0.8667015763058544,leonberger
-0.2963853996697146,Abyssinian
0.1618689629580442,wheaten
-0.22042883814232372,wheaten
-0.6691347159439797,leonberger
-0.7151789075636825,Persian
-0.11877256858788428,leonberger
0.7932050050884549,leonberger
1.7615010450122908,Persian
-1.0028311126525675,Abyssinian
-0.9689611573094027,Abyssinian
-0.35108868130833504,Persian
0.8572045134122253,Abyssinian
1.2978531636068484,wheaten
-1.758874547781972,Abyssinian
0.8375130730878111,Abyssinian
0.8756030899876647,wheaten
0.5614833473741436,leonberger
0.12628504880632394,Abyssinian
1.0125335006008502,Abyssinian
0.08629845634152813,leonberger
-0.6884753876376843,wheaten
-2.009445866634488,leonberger
-0.5472184830654412,leonberger
1.748983617950735,Persian
-0.2965419881084909,wheaten
-0.21818401482877617,Persian
-0.7329396719733925,Persian
-0.5217583238983619,wheaten
0.3312362705582429,wheaten
0.24179649191328367,Abyssinian
1.1710785964214163,Persian
-0.7828323626309688,Abyssinian
0.6936167807722595,Abyssinian
-1.1925962186654637,leonberger
-0.9308118646786038,leonberger
-0.4791181728205437,Persian
-0.8200315100704582,Persian
0.2841064962029707,Abyssinian
-0.9342035077453497,Abyssinian
1.4651953757651013,Abyssinian
-1.5781823944994544,wheaten
-1.365313243048262,leonberger
-0.27759122579266543,Abyssinian
-0.8360689163208741,wheaten
1.858231830304374,Persian
0.7417649544790483,Persian
-1.1290279886022303,Abyssinian
-1.0370176291139885,wheaten
1.0188764938861288,Persian
0.28657650955759784,wheaten
1.7284937888484915,Abyssinian
-0.8098738482671792,Persian
0.33810576312697455,Persian
-0.26202149399399455,wheaten
0.3113025596228956,leonberger
-1.7852702094361628,Persian
1.718307843598766,Persian
-1.2327802625811117,leonberger
-0.9874005045240981,Abyssinian
1.0970546150765577,Persian
1.3364649741585592,Persian
0.9954607002777853,leonberger
0.8470804669685215,wheaten
1.4622139390003748,leonberger
-0.7721973049176521,leonberger
0.3723492623037858,Persian
1.0148536378541324,wheaten
-1.8620596499266826,wheaten
0.0048163678172112616,leonberger
-0.5878157984523349,wheaten
0.2740999331465834,Persian
0.011482472527163376,Abyssinian
-0.6367003122454598,leonberger
-1.3905286175346256,wheaten
0.6670773930157512,Persian
1.956121967858748,Persian
0.0025608048611085454,Abyssinian
-0.09925273917236865,Persian
0.8881176610501699,Persian
-0.4319478614835008,Persian
-0.3972784597326043,wheaten
0.697527260778481,leonberger
-0.06519937785975674,Persian
0.5979351091919131,Persian
0.7136218658441406,wheaten
-0.1144426139217258,Abyssinian
-1.507928424947181,wheaten
0.4618687830184137,wheaten
-0.7061799277701595,Abyssinian
0.9632083559307313,Persian
0.3721974228214628,Abyssinian
1.5585642221343157,Persian
1.4818126799426707,Persian
-0.4576608416309018,Abyssinian
-0.9108143063472578,leonberger
0.24184217737877167,wheaten
0.14583102340789073,Persian
1.9675106193261058,Persian
1.515115141626111,Persian
-0.2307480362703612,leonberger
-1.082140947801854,Abyssinian
-0.6766510512048372,Persian
-1.1776890455353188,leonberger
-1.1161126503174434,Persian
-0.20898893182677827,leonberger
0.807143611318639,Persian
-0.4681846156959969,wheaten
-0.9591641138748598,leonberger
-0.8392444274188074,wheaten
-0.4859166846517537,Abyssinian
-0.8332559628295516,wheaten
1.2246283931451791,wheaten
1.8817361084180368,Persian
0.6618823343879443,wheaten
-0.9930271344631859,wheaten
-0.47395023561223487,wheaten
0.7399593115864802,Abyssinian
-0.6228587508975377,wheaten
0.48789760247020875,wheaten
-0.8382232174148072,leonberger
-0.5353566250231839,leonberger
-0.05914969078097982,wheaten
0.7837352451049122,Abyssinian
1.2715298391019776,Persian
-2.695589450250348,wheaten
1.0294597963900387,wheaten
-0.11827103934677202,Abyssinian
1.7486540592540192,Persian
0.5095466174607725,leonberger
0.7796797393796755,leonberger
0.00865699733490191,leonberger
1.4732103471702334,Abyssinian
-0.9202785335933329,wheaten
-1.756155206614807,Abyssinian
0.15648532093097162,leonberger
0.0791329180826317,Persian
1.3145101179161942,Persian
0.5147119552365987,wheaten
0.3516457381218865,Persian
1.7256825064311,Persian
-0.12719769358708033,Persian
2.0124233852853264,Persian
-1.6260056868214796,Persian
-0.9451348682545059,Abyssinian
0.42481088154077484,leonberger
-1.1647337553469386,wheaten
0.6244818929512603,leonberger
1.2349806274741177,Abyssinian
-0.47531445821087237,Abyssinian
0.3644327730374335,Abyssinian
0.7095540896139211,wheaten
1.0769346255691485,wheaten
-0.6308479976991218,Persian
-0.05162019938543063,leonberger
-0.3584473103230998,leonberger
-0.11381586243631012,wheaten
1.0445965259574121,wheaten
-0.0032886935287250434,wheaten
-0.6390871964628407,Persian
-1.1466829869949453,leonberger
0.3871792210309366,Persian
-0.8211115261032719,leonberger
0.0568764779367784,wheaten
-0.7627764922071503,leonberger
1.3445461849349776,Abyssinian
-0.41022894106734015,Abyssinian
0.9267781785433897,leonberger
0.1356200048618823,Abyssinian
-0.8243562689304041,Persian
2.156739721617549,Persian
-0.6247249085475379,leonberger
0.9940526692375414,Persian
-0.6775785767842012,Abyssinian
1.0844409090094624,Persian
-0.4761827092179061,wheaten
-0.6842854467486351,leonberger
2.0549815779170317,Persian
0.9151226723471557,Abyssinian
-2.4922884617476386,leonberger
0.45081536207957806,Abyssinian
-0.2345819526378546,Abyssinian
0.907005198785407,leonberger
0.17938682303558728,Abyssinian
0.3522856115022595,Abyssinian
0.1831785040946329,Abyssinian
-1.8998367378871803,wheaten
0.6002097671068213,Persian
-0.5097631265938022,Persian
-0.02849604161552072,Abyssinian
-0.13153446415633482,Abyssinian
-0.2891113626329099,leonberger
-0.16623767304958745,wheaten
0.8436846310854618,wheaten
0.5086507222091948,Persian
-0.5272041652965445,leonberger
1.2098332730242456,Persian
-0.8273146805326452,Abyssinian
0.9666503191004285,Persian
0.6481615661355278,wheaten
0.5766141816650239,Persian
-1.1798788374793947,leonberger
-1.1036056760367614,Persian
-0.69876258775816,wheaten
-1.0643778475544452,wheaten
1.7240438819843982,wheaten
-0.3075592167612183,Persian
0.9778863594125912,Persian
0.13189942133841093,wheaten
-1.0204865740639528,leonberger
1.8048835529878076,Persian
-0.2234498905291278,Abyssinian
1.0829259876949355,leonberger
-1.9952709322305666,leonberger
1.2791531042981603,Abyssinian
0.9302717223534297,leonberger
-0.9755041576156778,leonberger
1.6761342943574218,wheaten
-0.2885768629028412,wheaten
-1.207167345975927,Abyssinian
-0.645029780141352,wheaten
0.702074919939961,leonberger
-0.8506431815474645,Abyssinian
-0.7172086852370703,Abyssinian
-1.5264388351522586,Abyssinian
1.5772376125134742,wheaten
-0.5804817564077868,Persian
-0.5681591377976326,Persian
0.525210950991506,leonberger
0.03186607860385829,Abyssinian
0.5992643674071488,leonberger
0.32819995078059366,Persian
1.3950603052257213,Persian
1.5078866162934985,leonberger
1.0429746534485038,wheaten
0.10730409442453155,wheaten
-1.6423529331076672,leonberger
1.5212690522289418,Persian
0.31436975182884136,Abyssinian
0.6588366832118729,Persian
1.1721181593230454,leonberger
-0.7421672743382454,Abyssinian
-0.6151226670524491,Persian
-1.0891122267125395,wheaten
-0.35270266510143006,Persian
-1.2491274329788749,wheaten
0.07132477892907967,leonberger
-0.6001752687060184,Persian
0.7770119627538433,wheaten
-0.35708515123853146,Abyssinian
-0.8917859750545504,leonberger
-0.3918286897188749,wheaten
2.075606461261904,leonberger
-1.0259764965423461,leonberger
-0.7258668696798591,Abyssinian
-1.904301001383081,Persian
0.3660707603681826,wheaten
-0.6497898278016117,wheaten
-1.6033799645547193,Abyssinian
0.5838570865014588,wheaten
-0.42732658239508975,Abyssinian
-0.17239398382553006,leonberger
1.229000548750996,wheaten
0.454940257960411,leonberger
-0.5230299940335462,Abyssinian
-0.2430460500313151,Persian
-0.9415840571961474,Persian
0.2885193780996756,wheaten
0.1924784732891798,leonberger
-0.9218819278021196,leonberger
-0.6189845192892586,leonberger
-0.3949070158818889,Persian
-1.0190514594755906,wheaten
0.8057515297790132,Persian
0.25818956310886404,Persian
-0.35742769153923315,Persian
-0.533445026856304,wheaten
-2.0612406448946445,wheaten
0.19186182879982622,Persian
-0.5667782374624114,Persian
0.7941689850154101,Abyssinian
0.12099471278833343,Persian
-0.47606962997935215,wheaten
-0.8317012724253796,Abyssinian
-0.2770145865623964,leonberger
-1.2202960078136815,wheaten
-1.1567388583882887,wheaten
-1.401977944752941,Abyssinian
1.2393789512615687,leonberger
0.13930455347655332,wheaten
1.4280553837586696,wheaten
-0.6673753206533248,wheaten
0.9713212116437975,Persian
-0.7502566892600645,wheaten
-0.6925180676548954,leonberger
0.6886411546762711,Persian
-0.9915443110164192,leonberger
-0.5092429876940213,Persian
0.8789223634844432,leonberger
-1.1348477750282573,Abyssinian
0.7761954389121429,wheaten
-0.0675673341933349,Abyssinian
-0.6833428733439525,leonberger
-0.8083725154962264,Persian
2.471713002162381,Abyssinian
1.3761619854581129,Persian
-0.5081538151216836,wheaten
1.9960741958587813,Abyssinian
0.608412309006345,Persian
0.4731526411108508,Abyssinian
-0.374134134436602,Abyssinian
0.006571710804776787,leonberger
-0.1164859321255877,leonberger
1.502482027367062,Persian
-1.0843094409670442,wheaten
0.8494996231590487,Abyssinian
-1.1128460067676098,leonberger
-0.19145539149547317,leonberger
-2.1628624135637655,wheaten
-0.58990261117816,Persian
-2.060285479912425,leonberger
0.005845870335184028,Abyssinian
-0.6420944226334196,Persian
-0.5164395470231697,Persian
-1.021653648980994,Persian
0.32816090167028666,Persian
0.04091103691414771,Persian
1.0723838341414558,Abyssinian
0.7309897039118,leonberger
1.9430260637912962,leonberger
0.4841635241978406,leonberger
0.13741413689131007,Persian
0.6905491069933832,leonberger
-0.19087832066766722,wheaten
2.2246626707870654,Persian
0.4571661187543949,wheaten
-0.736397649543916,leonberger
0.004408484344891921,Persian
1.5982525114745314,leonberger
1.807988773224,Abyssinian
-1.0318967987475325,Persian
-0.44967748923304424,Persian
0.27105436239356756,leonberger
-0.12296972017311733,wheaten
-0.8452628206296211,wheaten
-0.4418558142683766,leonberger
1.1210732751131276,leonberger
-0.6536942167650424,Persian
0.6239602251223727,Persian
-0.1113417886996311,wheaten
0.9249234310952354,Persian
-0.02462689573659335,Abyssinian
1.5600512052929079,Abyssinian
0.6242717598793878,Persian
-0.2184569330834519,Abyssinian
0.22306825961806268,Persian
0.41851423335408233,Persian
-0.8166828982844933,leonberger
0.6394133184269721,Persian
-0.08377244732647685,leonberger
0.8948509660082793,Persian
-0.2311695453043288,wheaten
0.9492208845315553,leonberger
-1.3891348296979038,leonberger
-0.1031074032390145,Persian
-0.8702786879359792,wheaten
1.6786296117997508,wheaten
0.21430372433837153,Abyssinian
-0.3669775166702394,Abyssinian
0.24547258081188475,Persian
-1.9219714765797047,wheaten
0.9450713423602044,Abyssinian
-0.4184575960602765,wheaten
1.5830959200502088,leonberger
-0.21927230537193268,Abyssinian
-0.451253176972935,leonberger
1.3436123147643606,leonberger
0.009958302937745451,wheaten
-0.4219745338565881,Abyssinian
0.8889989183155234,Abyssinian
-1.0124200558138974,leonberger
-0.1680593241688987,Persian
1.046877936126025,wheaten
-2.8861697636587964,wheaten
0.05643261515699533,leonberger
0.44184714013673115,Persian
-1.1096166958822673,leonberger
-1.0273065027239043,wheaten
-0.06021759240265987,Abyssinian
-1.0331310524741197,Abyssinian
0.8962543524949538,leonberger
-1.2646526557692528,wheaten
1.9233582300219703,Abyssinian
-0.9260887255818783,Abyssinian
0.16824083738103932,leonberger
1.1372388484976896,Persian
-0.21820259822328472,Abyssinian
2.5381581045108597,Abyssinian
-1.4655463539203042,leonberger
-1.7173269918970557,Abyssinian
0.578542327883825,Persian
0.38786770511307506,Abyssinian
-1.2951111318204989,wheaten
0.24600711729203664,wheaten
-1.1374632952779289,wheaten
-0.7494150066223203,Persian
-2.064013196245694,leonberger
1.2453455030436755,Abyssinian
-0.47200299460681394,Persian
-1.1461414258289118,leonberger
-0.35294244388097107,leonberger
0.14354414159905984,leonberger
1.1044817374313542,Abyssinian
0.6294514924721354,Abyssinian
-1.463104656503614,Abyssinian
-0.676204670044504,wheaten
-0.2470024895109153,Abyssinian
-0.3720967068618892,Abyssinian
-0.25848182395932484,Persian
1.035330888397206,wheaten
0.5766482794511676,wheaten
-0.11370054502296302,leonberger
1.2275215161334598,wheaten
-1.635461716968396,leonberger
-0.9030595389936041,Abyssinian
0.2020837049639468,Persian
1.9213584282714604,wheaten
-1.1519727043422392,Persian
0.7499730012409287,Persian
0.037742072320458606,Persian
-0.7198361194898366,Abyssinian
1.447057107104907,Persian
-1.5945885583217765,leonberger
1.255327355750186,Abyssinian
0.8788352512648832,leonberger
-0.08003590139457088,leonberger
0.21413501639735782,leonberger
-0.5601597224453487,Abyssinian
0.5000634350246018,Persian
-1.5424204653131746,leonberger
0.5154995072056867,Persian
-1.1919299465275126,wheaten
-0.7237312101384874,Abyssinian
-0.5615533358274143,Persian
0.01734747458760052,Abyssinian
-1.9166580552128853,wheaten
1.2903388871088026,Abyssinian
-1.0616999015489503,wheaten
-1.4138452799951895,leonberger
-2.7687908354241864,wheaten
0.9098648833421454,Persian
1.692272904396866,leonberger
-0.9582852304787424,wheaten
0.03853440373321193,Abyssinian
-1.2905794317464545,leonberger
0.11866393962525112,leonberger
-0.6325117266395401,wheaten
-1.2813190124631741,Abyssinian
0.4142163727680158,leonberger
-1.102613229435259,Abyssinian
0.14051577160352402,Abyssinian
0.3878678125264977,Persian
-1.0055691057168716,leonberger
-1.1728612429569423,leonberger
-1.0234850496312244,leonberger
0.4308653843938191,Abyssinian
-1.2830048785909296,wheaten
0.5481363162524668,wheaten
1.434008809009415,Abyssinian
2.1296093148309607,Abyssinian
-0.3728065102302384,Abyssinian
-1.5371926664331286,leonberger
-0.10495805814510525,wheaten
-1.540515716132435,leonberger
-1.277838143922531,leonberger
-0.9373653990586582,leonberger
-1.3888395025844453,Abyssinian
-0.3726766080837346,wheaten
0.9196881716925585,Persian
-0.48451133374101824,wheaten
0.5649222980783335,Persian
-0.9290921343684069,Persian
0.14012060372442842,leonberger
-0.4287226053255724,Abyssinian
0.2998440511764503,leonberger
1.0892852562946642,Abyssinian
0.03709527388528441,leonberger
1.7384648089181722,wheaten
-0.34189481961665147,wheaten
0.4774883977173797,wheaten
-1.0637216544018773,leonberger
-0.05745398475763462,Persian
-1.1006289952045507,wheaten
1.8902937607176016,Persian
-0.5925080858780207,leonberger
0.4560522593835959,Abyssinian
0.32569574967613485,Persian
0.019126442098337956,wheaten
-0.3938888439368102,leonberger
-0.5518161536467618,Abyssinian
-0.6085991937008944,Abyssinian
0.6005468570048323,leonberger
-0.023383446273151517,wheaten
1.1930540931166715,Abyssinian
0.19833205928782474,leonberger
-0.2739641073892521,Persian
-2.225029766697716,Abyssinian
-0.41943879728894967,Abyssinian
-0.33216310625988843,wheaten
-2.6690238321667863,leonberger
-0.7900750276224533,Abyssinian
0.558839472556237,leonberger
0.059913349095405875,Persian
-0.521545395657475,Abyssinian
0.46602521948941317,Abyssinian
0.3581422180664616,wheaten
0.10812348538100773,Abyssinian
-0.74121367490842,wheaten
1.1685477394659405,wheaten
-0.5145244053366224,wheaten
-0.9490496055417774,wheaten
-0.8919771176714308,leonberger
1.2686318302826538,Abyssinian
0.1940345376414441,leonberger
1.426671237938344,Abyssinian
-1.0445961983743124,leonberger
-0.19918042680672418,Abyssinian
1.4126502567792907,Persian
-0.3660404859289005,wheaten
0.6066572677854206,Abyssinian
-1.2226061476338028,leonberger
-0.7604086374885721,leonberger
0.6670309541508536,Abyssinian
-0.7489743952246163,Abyssinian
